Customer No.,Exposure at Default (in lakh Rs.),Recovery (%),Probability of Default P(X),Loss (X),X.P(X),Expected loss,,,,
5582,10.14,36.63%,0.0088,642571.8,5654.63184,,,,,
5583,22.33,6.09%,0.0098,2097010.3,20550.70094,,,,,
5584,10.59,2.31%,0.0013,1034537.1,1344.89823,,,,,
5585,24.81,0.48%,0.0078,2469091.2,19258.91136,,,,,
5586,15.94,7.66%,0.0028,1471899.6,4121.31888,,,,,
5587,17.73,11.76%,0.0023,1564495.2,3598.33896,,,,,
5588,19.79,11.46%,0.0079,1752206.6,13842.43214,,,,,
5589,23.53,11.34%,0.0079,2086169.8,16480.74142,,,,,
5590,21.47,28.10%,0.0069,1543693,10651.4817,,,,,
5591,22.15,3.39%,0.0017,2139911.5,3637.84955,,,,,
5592,8.26,19.19%,0.0064,667490.6,4271.93984,,,,,
5593,24.94,19.38%,0.0016,2010662.8,3217.06048,,,,,
5594,15.95,21.45%,0.0062,1252872.5,7767.8095,,,,,
5595,10.6,29.58%,0.0029,746452,2164.7108,,,,,
5596,20.35,4.15%,0.0011,1950547.5,2145.60225,,,,,
5597,15.29,39.51%,0.0075,924892.1,6936.69075,,,,,
5598,6.13,34.88%,0.0013,399185.6,518.94128,,,,,
5599,17.71,28.71%,0.0029,1262545.9,3661.38311,,,,,
5600,18.41,15.62%,0.008,1553435.8,12427.4864,,,,,
5601,20.3,24.12%,0.0073,1540364,11244.6572,,,,,
5602,17.48,18.83%,0.0051,1418851.6,7236.14316,,,,,
5603,1.24,7.38%,0.0062,114848.8,712.06256,,,,,
5604,7.58,31.71%,0.0093,517638.2,4814.03526,,,,,
5605,10.72,27.30%,0.0007,779344,545.5408,,,,,
5606,12.7,19.12%,0.0091,1027176,9347.3016,,,,,
5607,2.7,39.07%,0.0084,164511,1381.8924,,,,,
5608,15.62,39.44%,0.0007,945947.2,662.16304,,,,,
5609,1.77,25.51%,0.0021,131847.3,276.87933,,,,,
5610,17.73,17.46%,0.0062,1463434.2,9073.29204,,,,,
5611,22.21,32.37%,0.0099,1502062.3,14870.41677,,,,,
5612,0.33,2.89%,0.0023,32046.3,73.70649,,,,,
5613,22.2,18.37%,0.0017,1812186,3080.7162,,,,,
5614,3.59,3.32%,0.0029,347081.2,1006.53548,,,,,
5615,8.48,28.39%,0.0052,607252.8,3157.71456,,,,,
5616,5.38,16.81%,0.0064,447562.2,2864.39808,,,,,
5617,14.78,13.76%,0.001,1274627.2,1274.6272,,,,,
5618,7.77,12.96%,0.0086,676300.8,5816.18688,,,,,
5619,6.94,4.06%,0.0025,665823.6,1664.559,,,,,
5620,5.4,29.52%,0.0047,380592,1788.7824,,,,,
5621,8.67,29.94%,0.0098,607420.2,5952.71796,,,,,
5622,20.05,37.94%,0.0009,1244303,1119.8727,,,,,
5623,10.86,30.86%,0.0049,750860.4,3679.21596,,,,,
5624,1.04,31.93%,0.0088,70792.8,622.97664,,,,,
5625,8.33,12.70%,0.0052,727209,3781.4868,,,,,
5626,22.82,3.83%,0.0052,2194599.4,11411.91688,,,,,
5627,0.62,28.81%,0.0013,44137.8,57.37914,,,,,
5628,8.19,7.15%,0.0076,760441.5,5779.3554,,,,,
5629,19.67,8.93%,0.0018,1791346.9,3224.42442,,,,,
5630,21.87,16.51%,0.0086,1825926.3,15702.96618,,,,,
5631,9.28,29.55%,0.0006,653776,392.2656,,,,,
5632,21.95,8.66%,0.0016,2004913,3207.8608,,,,,
5633,0.64,12.05%,0.0016,56288,90.0608,,,,,
5634,24.47,27.99%,0.0092,1762084.7,16211.17924,,,,,
5635,15.91,22.01%,0.0061,1240820.9,7569.00749,,,,,
5636,9.21,18.26%,0.0017,752825.4,1279.80318,,,,,
5637,22.46,0.26%,0.0039,2240160.4,8736.62556,,,,,
5638,6.34,33.78%,0.0033,419834.8,1385.45484,,,,,
5639,6.35,14.98%,0.0091,539877,4912.8807,,,,,
5640,18.59,6.37%,0.0084,1740581.7,14620.88628,,,,,
5641,13.42,30.99%,0.0072,926114.2,6668.02224,,,,,
5642,6.72,26.79%,0.0093,491971.2,4575.33216,,,,,
5643,10.34,30.87%,0.0037,714804.2,2644.77554,,,,,
5644,15.52,10.92%,0.0069,1382521.6,9539.39904,,,,,
5645,6.45,19.47%,0.0059,519418.5,3064.56915,,,,,
5646,16.9,6.05%,0.0082,1587755,13019.591,,,,,
5647,19.69,17.79%,0.0022,1618714.9,3561.17278,,,,,
5648,14,22.41%,0.0059,1086260,6408.934,,,,,
5649,16.83,10.28%,0.0064,1509987.6,9663.92064,,,,,
5650,22.98,23.20%,0.0005,1764864,882.432,,,,,
5651,7.78,23.29%,0.0055,596803.8,3282.4209,,,,,
5652,15.28,25.76%,0.0078,1134387.2,8848.22016,,,,,
5653,18.14,11.78%,0.0096,1600310.8,15362.98368,,,,,
5654,4.34,19.96%,0.0084,347373.6,2917.93824,,,,,
5655,0.23,39.46%,0.0071,13924.2,98.86182,,,,,
5656,24.87,8.66%,0.0074,2271625.8,16810.03092,,,,,
5657,20.66,5.10%,0.0061,1960634,11959.8674,,,,,
5658,2.2,27.63%,0,159214,0,,,,,
5659,7.87,24.97%,0.0021,590486.1,1240.02081,,,,,
5660,24.31,26.14%,0.0086,1795536.6,15441.61476,,,,,
5661,14.26,39.76%,0.0006,859022.4,515.41344,,,,,
5662,13.87,23.51%,0.0072,1060916.3,7638.59736,,,,,
5663,10.92,11.27%,0.0034,968931.6,3294.36744,,,,,
5664,24.79,10.71%,0.0068,2213499.1,15051.79388,,,,,
5665,18.19,27.24%,0.0012,1323504.4,1588.20528,,,,,
5666,5.16,8.24%,0.0089,473481.6,4213.98624,,,,,
5667,18.4,1.19%,0.0011,1818104,1999.9144,,,,,
5668,11.53,15.46%,0.0026,974746.2,2534.34012,,,,,
5669,4.3,15.06%,0.0075,365242,2739.315,,,,,
5670,9.22,37.03%,0.0036,580583.4,2090.10024,,,,,
5671,15.41,9.95%,0.0065,1387670.5,9019.85825,,,,,
5672,20.96,25.90%,0,1553136,0,,,,,
5673,2.68,2.31%,0.0048,261809.2,1256.68416,,,,,
5674,24.64,15.30%,0,2087008,0,,,,,
5675,20.56,20.25%,0.004,1639660,6558.64,,,,,
5676,8.45,5.94%,0.0006,794807,476.8842,,,,,
5677,11.03,11.26%,0.0004,978802.2,391.52088,,,,,
5678,17.7,1.19%,0.003,1748937,5246.811,,,,,
5679,20.47,0.39%,0.0016,2039016.7,3262.42672,,,,,
5680,20.37,12.75%,0.01,1777282.5,17772.825,,,,,
5681,20.82,27.15%,0.0042,1516737,6370.2954,,,,,
5682,23.36,1.98%,0.0084,2289747.2,19233.87648,,,,,
5683,9.79,5.49%,0.0069,925252.9,6384.24501,,,,,
5684,0.31,21.64%,0.0009,24291.6,21.86244,,,,,
5685,18.43,39.06%,0.0062,1123124.2,6963.37004,,,,,
5686,10.97,7.34%,0.0014,1016480.2,1423.07228,,,,,
5687,13.92,8.88%,0.0044,1268390.4,5580.91776,,,,,
5688,2.04,0.09%,0.0039,203816.4,794.88396,,,,,
5689,23.82,35.48%,0.0003,1536866.4,461.05992,,,,,
5690,14.41,9.64%,0.0092,1302087.6,11979.20592,,,,,
5691,10.99,9.24%,0.0076,997452.4,7580.63824,,,,,
5692,0.77,20.12%,0.0002,61507.6,12.30152,,,,,
5693,17.83,5.92%,0.0082,1677446.4,13755.06048,,,,,
5694,10.22,27.71%,0.0096,738803.8,7092.51648,,,,,
5695,10.89,23.04%,0.0097,838094.4,8129.51568,,,,,
5696,6.32,30.13%,0.0032,441578.4,1413.05088,,,,,
5697,14.43,7.90%,0.0096,1329003,12758.4288,,,,,
5698,7.71,7.85%,0.0013,710476.5,923.61945,,,,,
5699,15.5,7.27%,0.0065,1437315,9342.5475,,,,,
5700,4.45,10.46%,0.0071,398453,2829.0163,,,,,
5701,23.23,30.60%,0.0034,1612162,5481.3508,,,,,
5702,6.07,6.58%,0.0014,567059.4,793.88316,,,,,
5703,13.15,13.73%,0.0079,1134450.5,8962.15895,,,,,
5704,20.13,31.16%,0.0014,1385749.2,1940.04888,,,,,
5705,2.41,5.90%,0.0058,226781,1315.3298,,,,,
5706,12.88,27.88%,0.0093,928905.6,8638.82208,,,,,
5707,24.86,2.44%,0.002,2425341.6,4850.6832,,,,,
5708,12.38,1.79%,0.0098,1215839.8,11915.23004,,,,,
5709,18.56,28.55%,0.009,1326112,11935.008,,,,,
5710,4.91,17.98%,0.0047,402718.2,1892.77554,,,,,
5711,24.84,9.33%,0.0069,2252242.8,15540.47532,,,,,
5712,15.73,17.24%,0.006,1301814.8,7810.8888,,,,,
5713,2.15,3.95%,0.0084,206507.5,1734.663,,,,,
5714,8.02,14.36%,0.0062,686832.8,4258.36336,,,,,
5715,2.93,39.81%,0.0027,176356.7,476.16309,,,,,
5716,23.26,6.87%,0.0074,2166203.8,16029.90812,,,,,
5717,1.69,7.08%,0.0059,157034.8,926.50532,,,,,
5718,9.77,37.47%,0.0054,610918.1,3298.95774,,,,,
5719,10.63,4.86%,0.0003,1011338.2,303.40146,,,,,
5720,18.9,14.48%,0.0098,1616328,15840.0144,,,,,
5721,19.01,4.18%,0.0085,1821538.2,15483.0747,,,,,
5722,9.6,28.71%,0.0035,684384,2395.344,,,,,
5723,9.92,17.40%,0.0019,819392,1556.8448,,,,,
5724,9.96,16.01%,0.0078,836540.4,6525.01512,,,,,
5725,11.78,16.24%,0.0044,986692.8,4341.44832,,,,,
5726,10.49,14.81%,0.0024,893643.1,2144.74344,,,,,
5727,8.13,30.66%,0.0008,563734.2,450.98736,,,,,
5728,1.59,6.61%,0.0036,148490.1,534.56436,,,,,
5729,17.93,33.23%,0.009,1197186.1,10774.6749,,,,,
5730,14.71,21.23%,0.0018,1158706.7,2085.67206,,,,,
5731,20.43,21.30%,0.0034,1607841,5466.6594,,,,,
5732,11.43,27.43%,0.0035,829475.1,2903.16285,,,,,
5733,22.59,15.96%,0.008,1898463.6,15187.7088,,,,,
5734,21.19,4.78%,0.0042,2017711.8,8474.38956,,,,,
5735,10.84,33.95%,0.0046,715982,3293.5172,,,,,
5736,20.76,18.37%,0.0085,1694638.8,14404.4298,,,,,
5737,15.53,16.83%,0.0059,1291630.1,7620.61759,,,,,
5738,11.58,2.68%,0.0043,1126965.6,4845.95208,,,,,
5739,7.45,38.99%,0.0054,454524.5,2454.4323,,,,,
5740,5.8,33.37%,0.0084,386454,3246.2136,,,,,
5741,10.09,17.78%,0.0091,829599.8,7549.35818,,,,,
5742,8.76,2.19%,0.0022,856815.6,1884.99432,,,,,
5743,12.7,34.92%,0.0011,826516,909.1676,,,,,
5744,15.34,23.16%,0.0097,1178725.6,11433.63832,,,,,
5745,7.39,33.89%,0.0087,488552.9,4250.41023,,,,,
5746,19.89,28.22%,0.0035,1427704.2,4996.9647,,,,,
5747,9.99,12.44%,0.0081,874724.4,7085.26764,,,,,
5748,11.03,1.35%,0.002,1088109.5,2176.219,,,,,
5749,24.7,37.75%,0.0073,1537575,11224.2975,,,,,
5750,6.16,34.38%,0.0078,404219.2,3152.90976,,,,,
5751,10.74,38.50%,0.0016,660510,1056.816,,,,,
5752,11.16,30.30%,0.0015,777852,1166.778,,,,,
5753,12.7,12.44%,0.0008,1112012,889.6096,,,,,
5754,3.68,31.38%,0.0028,252521.6,707.06048,,,,,
5755,3.84,25.82%,0.0034,284851.2,968.49408,,,,,
5756,11.43,38.62%,0.0068,701573.4,4770.69912,,,,,
5757,23.45,35.91%,0.0023,1502910.5,3456.69415,,,,,
5758,5.77,14.98%,0.0093,490565.4,4562.25822,,,,,
5759,4.78,24.78%,0.0032,359551.6,1150.56512,,,,,
5760,10.87,10.82%,0.0004,969386.6,387.75464,,,,,
5761,24.96,13.75%,0.0035,2152800,7534.8,,,,,
5762,18.19,15.59%,0.0078,1535417.9,11976.25962,,,,,
5763,24.26,11.35%,0.0036,2150649,7742.3364,,,,,
5764,11.92,22.20%,0.0028,927376,2596.6528,,,,,
5765,13.87,7.18%,0.0075,1287413.4,9655.6005,,,,,
5766,3.56,2.63%,0.0014,346637.2,485.29208,,,,,
5767,20.66,19.11%,0.0033,1671187.4,5514.91842,,,,,
5768,16.43,6.84%,0.0053,1530618.8,8112.27964,,,,,
5769,14.61,13.14%,0.0083,1269024.6,10532.90418,,,,,
5770,10.07,15.69%,0.0096,849001.7,8150.41632,,,,,
5771,1.97,11.48%,0.0048,174384.4,837.04512,,,,,
5772,11.86,21.12%,0.0001,935516.8,93.55168,,,,,
5773,6.94,17.14%,0.0073,575048.4,4197.85332,,,,,
5774,15.07,11.60%,0.0072,1332188,9591.7536,,,,,
5775,17.98,33.79%,0.0078,1190455.8,9285.55524,,,,,
5776,6.74,28.21%,0.0084,483864.6,4064.46264,,,,,
5777,5.32,17.99%,0.0016,436293.2,698.06912,,,,,
5778,6.95,12.59%,0.0064,607499.5,3887.9968,,,,,
5779,8.99,8.73%,0.0029,820517.3,2379.50017,,,,,
5780,24.7,37.66%,0.007,1539798,10778.586,,,,,
5781,17.84,8.20%,0.007,1637712,11463.984,,,,,
5782,16.97,12.48%,0.0035,1485214.4,5198.2504,,,,,
5783,24.49,5.55%,0.0045,2313080.5,10408.86225,,,,,
5784,15.26,20.86%,0.005,1207676.4,6038.382,,,,,
5785,0.8,6.74%,0.0092,74608,686.3936,,,,,
5786,9.53,38.45%,0.0039,586571.5,2287.62885,,,,,
5787,19.11,2.43%,0.0098,1864562.7,18272.71446,,,,,
5788,16.49,1.77%,0.0027,1619812.7,4373.49429,,,,,
5789,19.08,4.87%,0.0063,1815080.4,11435.00652,,,,,
5790,3.87,25.46%,0.0041,288469.8,1182.72618,,,,,
5791,7.87,13.96%,0.0009,677134.8,609.42132,,,,,
5792,24.41,8.09%,0.0074,2243523.1,16602.07094,,,,,
5793,17.55,37.97%,0.0035,1088626.5,3810.19275,,,,,
5794,4.85,16.40%,0.0065,405460,2635.49,,,,,
5795,0.38,21.34%,0.0082,29890.8,245.10456,,,,,
5796,22.87,23.42%,0.0027,1751384.6,4728.73842,,,,,
5797,23.59,35.55%,0.0069,1520375.5,10490.59095,,,,,
5798,2.37,30.08%,0.008,165710.4,1325.6832,,,,,
5799,5.93,3.54%,0.0041,572007.8,2345.23198,,,,,
5800,21.28,5.63%,0.0059,2008193.6,11848.34224,,,,,
5801,20.21,28.69%,0.0089,1441175.1,12826.45839,,,,,
5802,23.02,37.79%,0.0083,1432074.2,11886.21586,,,,,
5803,10.71,13.80%,0.0032,923202,2954.2464,,,,,
5804,13.79,16.13%,0.0003,1156567.3,346.97019,,,,,
5805,12.76,20.79%,0.0006,1010719.6,606.43176,,,,,
5806,14.41,23.92%,0.0035,1096312.8,3837.0948,,,,,
5807,11.83,30.82%,0.0033,818399.4,2700.71802,,,,,
5808,12.34,22.81%,0.0035,952524.6,3333.8361,,,,,
5809,16.01,32.64%,0.0057,1078433.6,6147.07152,,,,,
5810,22.11,31.93%,0.0007,1505027.7,1053.51939,,,,,
5811,5.25,19.46%,0.0068,422835,2875.278,,,,,
5812,20.92,0.72%,0.0065,2076937.6,13500.0944,,,,,
5813,0.39,37.57%,0.0021,24347.7,51.13017,,,,,
5814,9.99,11.48%,0.0082,884314.8,7251.38136,,,,,
5815,12.92,0.36%,0.0044,1287348.8,5664.33472,,,,,
5816,14.78,3.97%,0.0065,1419323.4,9225.6021,,,,,
5817,9.74,39.12%,0.0026,592971.2,1541.72512,,,,,
5818,4.37,1.94%,0.001,428522.2,428.5222,,,,,
5819,5.52,5.87%,0.0031,519597.6,1610.75256,,,,,
5820,15.73,25.68%,0.0031,1169053.6,3624.06616,,,,,
5821,23.49,5.56%,0.0039,2218395.6,8651.74284,,,,,
5822,22.32,24.44%,0.0013,1686499.2,2192.44896,,,,,
5823,11.03,6.69%,0.0032,1029209.3,3293.46976,,,,,
5824,8.69,6.07%,0.0089,816251.7,7264.64013,,,,,
5825,12.21,38.69%,0.0058,748595.1,4341.85158,,,,,
5826,13.55,37.28%,0.0071,849856,6033.9776,,,,,
5827,19.86,4.04%,0.0043,1905765.6,8194.79208,,,,,
5828,15.59,21.24%,0.0027,1227868.4,3315.24468,,,,,
5829,21.07,32.62%,0.0045,1419696.6,6388.6347,,,,,
5830,14.14,10.88%,0.0001,1260156.8,126.01568,,,,,
5831,11.1,11.07%,0.0078,987123,7699.5594,,,,,
5832,22.64,16.60%,0.0047,1888176,8874.4272,,,,,
5833,4.16,35.58%,0.0087,267987.2,2331.48864,,,,,
5834,14.7,24.68%,0.0077,1107204,8525.4708,,,,,
5835,6.61,14.03%,0.0018,568261.7,1022.87106,,,,,
5836,24.93,29.84%,0.0065,1749088.8,11369.0772,,,,,
5837,17.38,26.92%,0.0037,1270130.4,4699.48248,,,,,
5838,22.75,39.85%,0.0096,1368412.5,13136.76,,,,,
5839,8.86,3.56%,0.0044,854458.4,3759.61696,,,,,
5840,1.4,33.84%,0.0063,92624,583.5312,,,,,
5841,17.06,18.80%,0.0051,1385272,7064.8872,,,,,
5842,24.86,19.96%,0.0044,1989794.4,8755.09536,,,,,
5843,9.51,0.82%,0.0066,943201.8,6225.13188,,,,,
5844,4.73,37.89%,0.0034,293780.3,998.85302,,,,,
5845,18.1,10.31%,0.0028,1623389,4545.4892,,,,,
5846,0.39,11.04%,0.009,34694.4,312.2496,,,,,
5847,14.29,38.93%,0.0043,872690.3,3752.56829,,,,,
5848,22.9,30.34%,0.0076,1595214,12123.6264,,,,,
5849,3.97,36.13%,0.0077,253563.9,1952.44203,,,,,
5850,5.84,11.07%,0.0015,519351.2,779.0268,,,,,
5851,21.23,32.91%,0,1424320.7,0,,,,,
5852,6.5,9.41%,0.0054,588835,3179.709,,,,,
5853,18.07,18.67%,0.0097,1469633.1,14255.44107,,,,,
5854,8.01,28.97%,0.0092,568950.3,5234.34276,,,,,
5855,20.64,20.99%,0.0074,1630766.4,12067.67136,,,,,
5856,20.53,36.93%,0.008,1294827.1,10358.6168,,,,,
5857,22.73,0.21%,0.0056,2268226.7,12702.06952,,,,,
5858,4.32,23.94%,0.0095,328579.2,3121.5024,,,,,
5859,8.79,16.94%,0.0074,730097.4,5402.72076,,,,,
5860,11.72,2.73%,0.0044,1140004.4,5016.01936,,,,,
5861,4.9,7.61%,0.0012,452711,543.2532,,,,,
5862,7.67,22.18%,0.0024,596879.4,1432.51056,,,,,
5863,9.78,23.11%,0.0013,751984.2,977.57946,,,,,
5864,9.56,4.17%,0.0013,916134.8,1190.97524,,,,,
5865,6.05,27.72%,0.0084,437294,3673.2696,,,,,
5866,17.44,19.79%,0.0075,1398862.4,10491.468,,,,,
5867,2.91,36.59%,0.0022,184523.1,405.95082,,,,,
5868,4.82,0.25%,0.0066,480795,3173.247,,,,,
5869,11.25,11.25%,0.0042,998437.5,4193.4375,,,,,
5870,6.15,20.98%,0.0093,485973,4519.5489,,,,,
5871,6.33,6.10%,0.0028,594387,1664.2836,,,,,
5872,4.53,36.55%,0,287428.5,0,,,,,
5873,15.12,22.73%,0.0018,1168322.4,2102.98032,,,,,
5874,19.51,6.09%,0.0013,1832184.1,2381.83933,,,,,
5875,18.78,17.68%,0.0068,1545969.6,10512.59328,,,,,
5876,2.17,37.32%,0.0014,136015.6,190.42184,,,,,
5877,3.39,39.48%,0.0073,205162.8,1497.68844,,,,,
5878,17.92,15.75%,0.0073,1509760,11021.248,,,,,
5879,12.63,7.26%,0.0037,1171306.2,4333.83294,,,,,
5880,20.77,13.64%,0.0003,1793697.2,538.10916,,,,,
5881,15.1,38.79%,0.0095,924271,8780.5745,,,,,
5882,3.38,37.58%,0.0007,210979.6,147.68572,,,,,
5883,0.09,13.70%,0.0015,7767,11.6505,,,,,
5884,8.95,3.92%,0.0009,859916,773.9244,,,,,
5885,8.71,24.59%,0.001,656821.1,656.8211,,,,,
5886,11.31,8.52%,0.0077,1034638.8,7966.71876,,,,,
5887,20.77,17.81%,0.0084,1707086.3,14339.52492,,,,,
5888,11.51,39.90%,0.0055,691751,3804.6305,,,,,
5889,8.03,31.23%,0.0032,552223.1,1767.11392,,,,,
5890,11.35,8.64%,0.0086,1036936,8917.6496,,,,,
5891,0.51,34.26%,0.0004,33527.4,13.41096,,,,,
5892,23.62,38.47%,0.0024,1453338.6,3488.01264,,,,,
5893,19.81,34.49%,0.0087,1297753.1,11290.45197,,,,,
5894,9.26,39.10%,0.0007,563934,394.7538,,,,,
5895,10.68,2.35%,0.0077,1042902,8030.3454,,,,,
5896,6,16.11%,0.0041,503340,2063.694,,,,,
5897,24.37,11.71%,0.0023,2151627.3,4948.74279,,,,,
5898,17.77,33.67%,0.0053,1178684.1,6247.02573,,,,,
5899,10.28,25.10%,0.0002,769972,153.9944,,,,,
5900,20.75,21.99%,0.0081,1618707.5,13111.53075,,,,,
5901,20.51,6.87%,0,1910096.3,0,,,,,
5902,9.12,16.68%,0.0081,759878.4,6155.01504,,,,,
5903,5.54,35.23%,0.0017,358825.8,610.00386,,,,,
5904,24.48,39.25%,0.0051,1487160,7584.516,,,,,
5905,6.66,5.93%,0.0009,626506.2,563.85558,,,,,
5906,6.53,23.48%,0.0025,499675.6,1249.189,,,,,
5907,14.35,1.23%,0.0038,1417349.5,5385.9281,,,,,
5908,15.26,3.18%,0.0085,1477473.2,12558.5222,,,,,
5909,18.68,1.72%,0.0029,1835870.4,5324.02416,,,,,
5910,8.72,9.58%,0.0087,788462.4,6859.62288,,,,,
5911,15.32,26.63%,0.0033,1124028.4,3709.29372,,,,,
5912,17.67,13.00%,0.0069,1537290,10607.301,,,,,
5913,12.54,23.69%,0.0018,956927.4,1722.46932,,,,,
5914,22.04,19.00%,0.0067,1785240,11961.108,,,,,
5915,3.57,26.85%,0.0085,261145.5,2219.73675,,,,,
5916,5.72,21.96%,0.0075,446388.8,3347.916,,,,,
5917,11.67,36.95%,0.0045,735793.5,3311.07075,,,,,
5918,12.86,30.56%,0.0074,892998.4,6608.18816,,,,,
5919,16.96,31.17%,0.0021,1167356.8,2451.44928,,,,,
5920,10.09,38.83%,0.005,617205.3,3086.0265,,,,,
5921,10.35,34.22%,0.0065,680823,4425.3495,,,,,
5922,15.58,32.06%,0.0095,1058505.2,10055.7994,,,,,
5923,11.88,35.59%,0.001,765190.8,765.1908,,,,,
5924,13.41,36.21%,0.0013,855423.9,1112.05107,,,,,
5925,10.32,7.40%,0.0092,955632,8791.8144,,,,,
5926,11.35,5.69%,0.0051,1070418.5,5459.13435,,,,,
5927,9.23,34.60%,0.0057,603642,3440.7594,,,,,
5928,8.55,16.09%,0.007,717430.5,5022.0135,,,,,
5929,19.09,24.50%,0.0027,1441295,3891.4965,,,,,
5930,20.83,7.61%,0.0016,1924483.7,3079.17392,,,,,
5931,10.03,37.34%,0.0042,628479.8,2639.61516,,,,,
5932,17.31,1.06%,0.0015,1712651.4,2568.9771,,,,,
5933,23.82,1.33%,0.0089,2350319.4,20917.84266,,,,,
5934,1.82,35.03%,0.0003,118245.4,35.47362,,,,,
5935,8.91,11.46%,0.0092,788891.4,7257.80088,,,,,
5936,5.96,29.52%,0.0045,420060.8,1890.2736,,,,,
5937,13.97,34.72%,0.0007,911961.6,638.37312,,,,,
5938,3.95,19.83%,0.0096,316671.5,3040.0464,,,,,
5939,7.95,13.92%,0.0054,684336,3695.4144,,,,,
5940,8.92,26.56%,0.0035,655084.8,2292.7968,,,,,
5941,11.78,11.89%,0.006,1037935.8,6227.6148,,,,,
5942,10.7,27.45%,0.0008,776285,621.028,,,,,
5943,2.83,32.00%,0.0042,192440,808.248,,,,,
5944,9.8,36.65%,0.0037,620830,2297.071,,,,,
5945,11.11,23.82%,0.0066,846359.8,5585.97468,,,,,
5946,19.82,39.62%,0.0079,1196731.6,9454.17964,,,,,
5947,16.21,28.82%,0.0016,1153827.8,1846.12448,,,,,
5948,7.95,16.94%,0.0055,660327,3631.7985,,,,,
5949,10.87,22.49%,0.0046,842533.7,3875.65502,,,,,
5950,15.04,21.42%,0.0048,1181843.2,5672.84736,,,,,
5951,22.11,25.42%,0.0061,1648963.8,10058.67918,,,,,
5952,19.59,2.10%,0.0045,1917861,8630.3745,,,,,
5953,3.83,9.01%,0.0084,348491.7,2927.33028,,,,,
5954,4.27,36.20%,0.0055,272426,1498.343,,,,,
5955,17.34,13.20%,0.002,1505112,3010.224,,,,,
5956,5.27,24.30%,0.0038,398939,1515.9682,,,,,
5957,2.7,8.37%,0.0037,247401,915.3837,,,,,
5958,13.9,14.01%,0.0088,1195261,10518.2968,,,,,
5959,11.17,35.37%,0.0091,721917.1,6569.44561,,,,,
5960,1.22,12.23%,0.0009,107079.4,96.37146,,,,,
5961,9.38,7.20%,0.0097,870464,8443.5008,,,,,
5962,23.37,35.43%,0.0093,1509000.9,14033.70837,,,,,
5963,9.57,39.04%,0.0053,583387.2,3091.95216,,,,,
5964,21,11.99%,0.0032,1848210,5914.272,,,,,
5965,23.91,8.12%,0.0078,2196850.8,17135.43624,,,,,
5966,0.17,6.56%,0.0074,15884.8,117.54752,,,,,
5967,13.29,1.94%,0.0057,1303217.4,7428.33918,,,,,
5968,16.02,3.47%,0.0097,1546410.6,15000.18282,,,,,
5969,24.28,18.29%,0.0019,1983918.8,3769.44572,,,,,
5970,22.37,33.21%,0.0008,1494092.3,1195.27384,,,,,
5971,1.48,33.93%,0.0028,97783.6,273.79408,,,,,
5972,0.31,25.91%,0.0017,22967.9,39.04543,,,,,
5973,20.04,24.01%,0.002,1522839.6,3045.6792,,,,,
5974,12.03,18.21%,0.0038,983933.7,3738.94806,,,,,
5975,6.42,6.98%,0.0008,597188.4,477.75072,,,,,
5976,9.79,18.00%,0.0052,802780,4174.456,,,,,
5977,2.55,37.42%,0.0084,159579,1340.4636,,,,,
5978,16.62,7.50%,0.007,1537350,10761.45,,,,,
5979,15.57,16.89%,0.0079,1294022.7,10222.77933,,,,,
5980,3.97,9.93%,0.003,357577.9,1072.7337,,,,,
5981,21.03,22.57%,0.004,1628352.9,6513.4116,,,,,
5982,21.54,37.12%,0.0061,1354435.2,8262.05472,,,,,
5983,24.02,36.87%,0.0018,1516382.6,2729.48868,,,,,
5984,13.48,6.58%,0.0078,1259301.6,9822.55248,,,,,
5985,3.64,5.94%,0.007,342378.4,2396.6488,,,,,
5986,24.01,25.54%,0.0079,1787784.6,14123.49834,,,,,
5987,19.05,17.16%,0.0088,1578102,13887.2976,,,,,
5988,21.3,18.44%,0.0022,1737228,3821.9016,,,,,
5989,21.26,4.25%,0.0043,2035645,8753.2735,,,,,
5990,8.88,39.01%,0.0029,541591.2,1570.61448,,,,,
5991,0.58,28.60%,0.0087,41412,360.2844,,,,,
5992,17.38,23.63%,0.0034,1327310.6,4512.85604,,,,,
5993,4.77,17.77%,0.0058,392237.1,2274.97518,,,,,
5994,15.18,34.86%,0.0027,988825.2,2669.82804,,,,,
5995,4.81,25.95%,0.0034,356180.5,1211.0137,,,,,
5996,24.4,35.37%,0.0006,1576972,946.1832,,,,,
5997,12.98,38.87%,0.0015,793467.4,1190.2011,,,,,
5998,14.67,25.60%,0.0053,1091448,5784.6744,,,,,
5999,6.5,34.85%,0.0065,423475,2752.5875,,,,,
6000,21.67,11.65%,0.0038,1914544.5,7275.2691,,,,,
6001,14.73,23.18%,0.0088,1131558.6,9957.71568,,,,,
6002,1.63,20.46%,0.0019,129650.2,246.33538,,,,,
6003,21.26,5.64%,0.0067,2006093.6,13440.82712,,,,,
6004,9.33,10.66%,0.0076,833542.2,6334.92072,,,,,
6005,1.92,24.88%,0.0077,144230.4,1110.57408,,,,,
6006,0.65,9.19%,0.0056,59026.5,330.5484,,,,,
6007,0.1,17.73%,0.0068,8227,55.9436,,,,,
6008,23.95,34.49%,0.0089,1568964.5,13963.78405,,,,,
6009,0.15,18.78%,0.0036,12183,43.8588,,,,,
